id_passagem,cpf_cliente,id_voo,data,poltrona,classe,preco
P00867,84012953605,V0615,2025-04-20,48C,Executiva,503.29
P00868,75048192630,V0298,2025-05-02,28B,Econômica,1105.28
P00869,06829753465,V0488,2025-04-17,44C,Econômica,311.51
P00870,83714652035,V0504,2025-05-02,44A,Executiva,694.25
P00871,24631879050,V0693,2025-05-10,6A,Econômica,655.33
P00872,01783249650,V0605,2025-04-26,7F,Econômica,358.24
P00873,87931456084,V0204,2025-05-11,22B,Executiva,410.49
P00874,72386950140,V0435,2025-05-01,47D,Executiva,988.34
P00875,61489352791,V0596,2025-04-22,38C,Executiva,620.49
P00876,76958321030,V0618,2025-05-05,26D,Executiva,432.64
P00877,37105692812,V0111,2025-05-09,8C,Executiva,747.55
P00878,98154632098,V0966,2025-05-06,9A,Econômica,964.02
P00879,65124073934,V0070,2025-04-15,32F,Econômica,1174.87
P00880,54890612351,V0620,2025-04-16,44C,Econômica,572.48
P00881,62380954151,V0099,2025-05-09,49A,Executiva,1013.46
P00882,24371805671,V0301,2025-04-22,43D,Executiva,754.32
P00883,26175840380,V0352,2025-05-07,35E,Econômica,1157.32
P00884,23967081478,V0441,2025-05-10,8D,Executiva,583.1
P00885,71540986276,V0454,2025-05-10,30A,Econômica,459.18
P00886,76021594894,V0882,2025-05-10,50C,Econômica,742.33
P00887,96127853095,V0320,2025-04-14,46D,Executiva,987.61
P00888,46132708553,V0692,2025-05-01,32F,Executiva,728.32
P00889,38527940647,V0161,2025-05-07,33A,Executiva,537.05
P00890,03148579232,V0995,2025-04-20,25E,Executiva,989.82
P00891,83164590784,V0329,2025-04-14,4A,Econômica,415.38
P00892,60871245949,V0358,2025-04-17,48E,Econômica,988.67
P00893,56241397052,V0350,2025-04-22,25A,Executiva,610.63
P00894,89531247609,V0422,2025-04-12,23A,Econômica,522.85
P00895,71309826595,V0320,2025-05-06,38A,Econômica,1082.05
P00896,58309614748,V0346,2025-04-15,11A,Executiva,333.64
P00897,21708496530,V0885,2025-05-02,28E,Executiva,539.96
P00898,09853724600,V0481,2025-05-05,38A,Executiva,639.96
P00899,06235987102,V0331,2025-04-28,37A,Executiva,390.05
P00900,02319548670,V0211,2025-04-21,22D,Executiva,449.96
P00901,02793418579,V0373,2025-04-20,28B,Executiva,871.9
P00902,83904756184,V0807,2025-04-17,5E,Econômica,558.62
P00903,94586732164,V0305,2025-04-30,37D,Econômica,862.12
P00904,28635017471,V0095,2025-04-22,46E,Econômica,832.68
P00905,47061538910,V0069,2025-04-21,37E,Executiva,684.4
P00906,72483190588,V0815,2025-05-02,5F,Executiva,754.18
P00907,62135074934,V0444,2025-04-17,43E,Executiva,480.07
P00908,72408513626,V0258,2025-04-23,40E,Executiva,904.4
P00909,86320749547,V0185,2025-04-15,2F,Econômica,819.16
P00910,54372960883,V0677,2025-05-04,48D,Executiva,1143.45
P00911,57962138491,V0829,2025-05-11,40D,Econômica,770.04
P00912,28943576137,V0474,2025-05-07,10B,Econômica,971.79
P00913,17432956006,V0308,2025-04-27,28D,Executiva,1074.17
P00914,12087469520,V0066,2025-04-24,41B,Executiva,540.24
P00915,91348625791,V0662,2025-05-10,11C,Econômica,665.28
P00916,75298041620,V0154,2025-04-13,13A,Econômica,1017.34
P00917,73210596859,V0476,2025-04-14,32E,Executiva,679.82
P00918,49735026856,V0038,2025-04-27,13B,Executiva,422.79
P00919,29461735006,V0809,2025-05-11,18F,Econômica,879.86
P00920,95067842130,V0987,2025-04-14,47D,Econômica,349.79
P00921,48731906222,V0086,2025-04-23,21E,Executiva,1080.45
P00922,14923085606,V0979,2025-05-05,27C,Econômica,657.21
P00923,86405972194,V0742,2025-04-19,9B,Econômica,813.88
P00924,28036745992,V0956,2025-05-11,8E,Executiva,746.81
P00925,43729816004,V0244,2025-04-29,39A,Executiva,596.36
P00926,58490273197,V0755,2025-04-26,25F,Econômica,1141.95
P00927,04672815994,V0148,2025-04-30,7B,Econômica,1172.93
P00928,16872435062,V0419,2025-05-07,17E,Econômica,741.32
P00929,91653240725,V0717,2025-04-28,8C,Executiva,727.37
P00930,37609248592,V0987,2025-05-06,18B,Executiva,727.7
P00931,26305189498,V0842,2025-04-22,20A,Econômica,1057.33
P00932,01847659357,V0819,2025-04-28,4F,Econômica,527.68
P00933,70529638177,V0317,2025-05-02,41F,Executiva,1112.84
P00934,02396751859,V0125,2025-04-23,35B,Executiva,649.62
P00935,40819273678,V0984,2025-05-11,26C,Executiva,381.23
P00936,02947518667,V0775,2025-05-10,16C,Econômica,1073.48
P00937,49253018704,V0938,2025-05-08,29F,Executiva,1091.52
P00938,08365219433,V0660,2025-04-18,27A,Executiva,1079.8
P00939,02947518667,V0799,2025-04-19,32D,Executiva,1133.85
P00940,15247039823,V0735,2025-05-05,28A,Econômica,928.63
P00941,58293460105,V0068,2025-04-25,23D,Executiva,707.94
P00942,57203689492,V0781,2025-04-22,4F,Econômica,867.14
P00943,14930587620,V0657,2025-05-11,9A,Executiva,480.07
P00944,50173298460,V0322,2025-04-19,37A,Econômica,442.04
P00945,57463210871,V0731,2025-04-19,50F,Econômica,1062.26
P00946,98367214528,V0421,2025-04-27,21D,Executiva,1086.16
P00947,81465209794,V0267,2025-04-28,12F,Executiva,1019.58
P00948,85074326117,V0087,2025-04-17,27C,Econômica,654.14
P00949,14578326071,V0968,2025-05-03,37B,Econômica,1153.3
P00950,64301925805,V0572,2025-04-25,42E,Econômica,1116.16
P00951,83904756184,V0474,2025-04-15,13C,Econômica,344.8
P00952,21764580958,V0440,2025-05-11,39C,Econômica,380.16
P00953,26305189498,V0175,2025-04-20,37A,Econômica,946.73
P00954,27094138687,V0792,2025-04-27,30F,Executiva,406.66
P00955,09813647566,V0209,2025-05-09,13C,Executiva,971.8
P00956,54890612351,V0134,2025-04-15,28B,Econômica,1195.69
P00957,06982341704,V0745,2025-04-24,44B,Executiva,462.33
P00958,63079428510,V0150,2025-05-05,2C,Executiva,511.94
P00959,69082437104,V0930,2025-05-02,16C,Executiva,377.16
P00960,60942837592,V0137,2025-04-20,21F,Executiva,918.17
P00961,09813647566,V0393,2025-04-17,46D,Executiva,365.75
P00962,27958310668,V0061,2025-04-20,4C,Econômica,723.84
P00963,60371482526,V0621,2025-04-21,43E,Econômica,304.82
P00964,25039174888,V0635,2025-05-01,25C,Executiva,904.14
P00965,10267485344,V0992,2025-04-13,36A,Econômica,534.26
P00966,30185947204,V0505,2025-04-17,22D,Econômica,380.68
P00967,26189053424,V0544,2025-05-08,28B,Executiva,405.16
P00968,59361748246,V0131,2025-05-01,32C,Executiva,1133.61
P00969,06982341704,V0925,2025-04-23,17E,Executiva,765.28
P00970,20359786456,V0915,2025-05-09,11C,Executiva,987.31
P00971,52106398433,V0570,2025-05-11,43F,Executiva,347.9
P00972,48953670101,V0056,2025-04-24,15B,Econômica,723.22
P00973,05284913698,V0723,2025-04-29,30D,Econômica,1195.68
P00974,28673059429,V0507,2025-04-24,3D,Executiva,1189.94
P00975,71853249637,V0497,2025-04-16,30D,Econômica,1061.25
P00976,58472601307,V0152,2025-04-22,8C,Econômica,483.36
P00977,90357814223,V0185,2025-05-08,11F,Executiva,806.92
P00978,62149857049,V0600,2025-04-24,14E,Econômica,773.41
P00979,93564187219,V0185,2025-04-27,27A,Econômica,991.43
P00980,45630289756,V0097,2025-04-23,22A,Executiva,913.18
P00981,12658394098,V0125,2025-04-16,26C,Econômica,1053.28
P00982,80695173448,V0030,2025-04-27,6D,Executiva,708.65
P00983,40781596300,V0276,2025-04-30,39F,Econômica,596.48
P00984,73541268964,V0672,2025-04-22,40D,Executiva,1152.68
P00985,03827549647,V0929,2025-04-14,37B,Econômica,1076.95
P00986,17346098501,V0660,2025-05-11,19C,Econômica,969.42
P00987,86320749547,V0975,2025-04-23,39D,Econômica,658.97
P00988,94381506766,V0246,2025-04-12,50D,Econômica,318.46
P00989,57193840223,V0167,2025-05-04,25D,Executiva,882.45
P00990,49201865767,V0670,2025-05-11,10A,Executiva,741.76
P00991,65207384171,V0754,2025-05-01,20F,Econômica,623.14
P00992,20541896776,V0853,2025-05-07,24E,Econômica,740.66
P00993,45623971016,V0398,2025-04-28,31C,Executiva,381.2
P00994,09864731548,V0831,2025-04-14,24E,Econômica,690.7
P00995,87925164328,V0096,2025-05-10,3E,Executiva,1175.94
P00996,03425196898,V0230,2025-05-02,42F,Econômica,1137.6
P00997,04872639529,V0645,2025-04-26,42E,Econômica,561.63
P00998,41729653855,V0082,2025-04-29,31C,Econômica,1185.77
P00999,61942037570,V0925,2025-05-10,20B,Executiva,565.93
P01000,94586732164,V0565,2025-05-08,5A,Econômica,759.59
P01001,12638975095,V0097,2025-05-04,30F,Executiva,619.91
P01002,65031872462,V0084,2025-04-18,50E,Econômica,402.54
P01003,68197253455,V0474,2025-04-25,12B,Executiva,340.73
P01004,17632098496,V0898,2025-04-13,46C,Executiva,828.49
P01005,37105692812,V0776,2025-05-09,43D,Executiva,607.2
P01006,73580216490,V0893,2025-05-11,12B,Econômica,370.4
P01007,13726580417,V0266,2025-05-11,44A,Executiva,780.94
P01008,30478192622,V0405,2025-04-20,8A,Econômica,890.22
P01009,79140253805,V0709,2025-04-17,26F,Executiva,572.52
P01010,70389246565,V0998,2025-05-04,40C,Executiva,1024.18
P01011,61749023580,V0129,2025-05-05,9A,Econômica,400.72
P01012,58649132006,V0713,2025-04-21,13A,Econômica,733.01
P01013,94671380501,V0666,2025-04-27,16D,Econômica,377.48
P01014,13764029552,V0475,2025-04-16,10D,Executiva,319.64
P01015,40519873610,V0925,2025-05-02,10F,Executiva,1167.48
P01016,36098517401,V0021,2025-05-01,29E,Econômica,481.2
P01017,32576489109,V0850,2025-05-06,26A,Executiva,307.09
P01018,24105396889,V0868,2025-04-15,46D,Executiva,1063.75
P01019,95634287065,V0593,2025-04-15,39F,Executiva,333.32
P01020,91782043640,V0498,2025-04-22,33E,Executiva,508.72
P01021,13879240604,V0541,2025-04-22,2D,Executiva,797.93
P01022,45802917350,V0915,2025-05-04,42D,Executiva,405.25
P01023,46190382703,V0962,2025-04-21,42C,Executiva,927.76
P01024,65978023140,V0166,2025-05-02,19F,Econômica,722.32
P01025,83419205732,V0238,2025-05-03,33B,Executiva,1129.56
P01026,05817324997,V0863,2025-04-13,46F,Executiva,418.04
P01027,76823941022,V0741,2025-05-05,46D,Executiva,1049.77
P01028,20493715860,V0669,2025-04-18,48C,Executiva,1019.78
P01029,42730895132,V0166,2025-04-17,40B,Executiva,921.63
P01030,06458731280,V0684,2025-05-05,31B,Econômica,479.54
P01031,89234067169,V0504,2025-04-22,7D,Executiva,573.29
P01032,61395472025,V0571,2025-04-26,4A,Executiva,1092.82
P01033,89531247609,V0694,2025-04-12,11B,Econômica,1026.13
P01034,71284650901,V0441,2025-04-20,8E,Econômica,408.62
P01035,17095486301,V0499,2025-04-26,17C,Executiva,992.44
P01036,13764029552,V0899,2025-04-18,36C,Econômica,1068.07
P01037,60217853986,V0528,2025-04-20,39F,Econômica,935.76
P01038,48120965370,V0969,2025-04-20,29D,Econômica,1177.19
P01039,74219053832,V0626,2025-04-25,40A,Econômica,756.58
P01040,38617452080,V0646,2025-04-16,8B,Executiva,441.33
P01041,90316754820,V0726,2025-05-11,29E,Executiva,959.3
P01042,64819032704,V0158,2025-05-07,42C,Executiva,1037.24
P01043,63189450757,V0869,2025-04-23,13D,Executiva,992.3
P01044,80792546130,V0252,2025-04-14,31C,Executiva,754.52
P01045,43857206144,V0273,2025-05-01,24F,Executiva,624.58
P01046,60593218795,V0252,2025-04-23,10E,Executiva,1008.49
P01047,65081492701,V0822,2025-04-20,28D,Executiva,1108.26
P01048,65127480930,V0873,2025-04-23,34F,Executiva,1149.37
P01049,03489267583,V0150,2025-05-03,50A,Econômica,376.3
P01050,84732961509,V0412,2025-04-27,50B,Executiva,355.32
P01051,96712380502,V0038,2025-04-26,43F,Econômica,1112.26
P01052,90318546701,V0647,2025-04-12,46F,Executiva,677.37
P01053,08941375223,V0698,2025-04-16,45E,Executiva,949.4
P01054,12980357405,V0932,2025-05-08,23A,Executiva,1110.19
P01055,69537014800,V0943,2025-04-16,10F,Executiva,701.57
P01056,40632851970,V0909,2025-04-27,35E,Executiva,927.72
P01057,51273960416,V0832,2025-04-26,42D,Econômica,1092.88
P01058,75386192400,V0038,2025-04-25,35C,Executiva,952.59
P01059,48796520167,V0901,2025-04-20,9E,Executiva,492.36
P01060,04613589720,V0566,2025-04-26,20E,Executiva,981.34
P01061,63408127590,V0024,2025-05-08,2E,Executiva,517.21
P01062,72580931414,V0312,2025-04-25,47D,Econômica,958.79
P01063,46715389039,V0382,2025-04-19,17F,Executiva,411.43
P01064,56301728408,V0667,2025-04-13,8D,Executiva,815.19
P01065,30478192622,V0465,2025-04-19,22B,Econômica,615.3
P01066,83164590784,V0683,2025-04-25,46E,Econômica,942.92
P01067,25384610735,V0756,2025-04-23,16A,Executiva,764.81
P01068,62598340710,V0843,2025-04-29,50C,Executiva,388.19
P01069,85210973603,V0436,2025-04-12,27A,Econômica,355.97
P01070,29468507149,V0134,2025-05-11,31B,Executiva,370.27
P01071,45630289756,V0539,2025-04-26,26E,Executiva,1084.81
P01072,58490273197,V0511,2025-05-03,41D,Executiva,920.12
P01073,37065821471,V0502,2025-05-01,47D,Econômica,429.91
P01074,20417896549,V0497,2025-04-29,46D,Econômica,1171.23
P01075,31205648933,V0884,2025-04-16,34A,Econômica,709.89
P01076,61580274994,V0765,2025-04-17,11E,Executiva,1129.53
P01077,81925734609,V0617,2025-05-06,27A,Econômica,632.63
P01078,24715890305,V0042,2025-05-02,34B,Econômica,634.32
P01079,91653240725,V0311,2025-04-15,19D,Econômica,1012.08
P01080,72369418087,V0803,2025-04-28,38D,Econômica,1143.14
P01081,50173298460,V0911,2025-05-02,19B,Econômica,1037.21
P01082,96452831755,V0003,2025-04-25,8E,Executiva,360.81
P01083,59361748246,V0428,2025-04-12,31E,Executiva,809.19
P01084,31265804753,V0346,2025-05-11,25D,Econômica,985.76
P01085,25039174888,V0652,2025-05-09,30D,Executiva,434.08
P01086,94176082585,V0334,2025-04-25,6E,Executiva,648.51
P01087,31265804753,V0405,2025-04-17,22E,Econômica,1162.27
P01088,72481960378,V0454,2025-04-26,48C,Econômica,1079.36
P01089,05316289498,V0026,2025-05-06,37F,Executiva,804.94
P01090,50367294125,V0660,2025-04-29,36A,Econômica,1159.65
P01091,32415906743,V0591,2025-04-21,49A,Econômica,975.5
P01092,28506739438,V0919,2025-05-08,2A,Econômica,1166.14
P01093,81974502341,V0806,2025-04-15,14B,Executiva,376.18
P01094,92365701434,V0622,2025-04-21,21D,Econômica,742.33
P01095,08769542120,V0024,2025-05-04,22D,Econômica,673.44
P01096,95718206368,V0541,2025-04-13,21D,Executiva,381.92
P01097,64819032704,V0555,2025-04-27,11C,Econômica,464.4
P01098,28563947010,V0092,2025-04-27,10C,Executiva,910.75
P01099,34258196746,V0630,2025-04-18,21B,Econômica,941.97
P01100,69201435851,V0400,2025-04-26,7C,Econômica,671.54
P01101,47506893193,V0265,2025-04-27,25A,Econômica,482.3
P01102,82591463719,V0612,2025-04-16,38B,Executiva,757.76
P01103,25039174888,V0395,2025-04-14,8C,Econômica,586.5
P01104,84712639040,V0417,2025-05-06,5D,Econômica,666.74
P01105,82769503103,V0936,2025-04-20,2C,Econômica,521.68
P01106,54713602906,V0668,2025-04-30,9C,Executiva,701.38
P01107,49238710597,V0652,2025-04-15,33B,Econômica,635.97
P01108,59678324083,V0801,2025-04-15,16E,Executiva,1165.22
P01109,54713602906,V0463,2025-04-13,3A,Executiva,1165.0
P01110,56784029194,V0297,2025-04-21,42B,Econômica,354.16
P01111,86354079110,V0494,2025-04-27,18E,Executiva,1055.54
P01112,75409621867,V0360,2025-04-30,41B,Executiva,340.94
P01113,87210945350,V0547,2025-04-27,37A,Executiva,380.74
P01114,16980435701,V0126,2025-05-11,9F,Executiva,1090.45
P01115,19834570279,V0626,2025-04-24,33C,Executiva,871.65
P01116,82591463719,V0725,2025-04-20,29C,Econômica,896.05
P01117,25068934747,V0350,2025-05-10,14D,Executiva,314.29
P01118,03196824551,V0137,2025-05-10,42A,Executiva,303.85
P01119,39618025721,V0689,2025-04-20,12D,Executiva,986.22
P01120,46029735152,V0084,2025-04-13,42F,Econômica,784.78
P01121,79483526191,V0853,2025-04-20,43D,Econômica,617.7
P01122,70389246565,V0386,2025-04-23,39C,Executiva,459.47
P01123,28563947010,V0832,2025-05-05,45A,Econômica,716.42
P01124,10437896501,V0198,2025-04-30,29A,Econômica,968.83
P01125,03426517906,V0288,2025-04-30,44F,Executiva,472.36
P01126,57620814353,V0629,2025-05-03,41C,Econômica,510.83
P01127,40568192389,V0991,2025-05-10,24A,Executiva,743.55
P01128,74698012511,V0724,2025-05-02,39B,Econômica,476.48
P01129,39285160786,V0654,2025-05-11,26A,Executiva,812.19
P01130,40568192389,V0175,2025-04-20,36B,Econômica,358.82
P01131,37956214025,V0764,2025-04-20,5B,Executiva,1140.21
P01132,92318476519,V0234,2025-05-09,34F,Executiva,472.67
P01133,85134926719,V0024,2025-04-28,45F,Executiva,912.61
P01134,23480156924,V0465,2025-04-23,1D,Econômica,1068.47
P01135,01538942704,V0443,2025-04-23,27C,Econômica,912.16
P01136,15679823012,V0508,2025-05-08,24E,Econômica,1095.42
P01137,17095486301,V0049,2025-04-30,18D,Executiva,584.62
P01138,47138059205,V0200,2025-04-16,22A,Econômica,1191.24
P01139,26814503905,V0707,2025-05-09,28A,Econômica,477.19
P01140,25619437043,V0319,2025-04-24,5F,Econômica,325.09
P01141,65207384171,V0828,2025-04-16,2E,Executiva,1056.46
P01142,15648729049,V0111,2025-04-15,31B,Executiva,1049.27
P01143,52761489020,V0342,2025-05-08,34B,Econômica,998.17
P01144,12895743088,V0450,2025-04-21,49A,Executiva,821.04
P01145,43857206144,V0998,2025-05-11,4A,Executiva,581.95
P01146,78035624938,V0711,2025-04-12,5B,Econômica,1127.2
P01147,25937864182,V0057,2025-04-23,20E,Executiva,359.21
P01148,45630289756,V0058,2025-04-26,36A,Executiva,1064.94
P01149,72408513626,V0099,2025-04-18,40D,Econômica,1078.12
P01150,12643859782,V0676,2025-04-25,40A,Executiva,645.53
P01151,42387091523,V0439,2025-04-19,40E,Econômica,605.65
P01152,74280159360,V0692,2025-04-26,2D,Executiva,829.03
P01153,36784205910,V0106,2025-04-12,1E,Econômica,833.6
P01154,37125908659,V0199,2025-04-30,37B,Executiva,619.85
P01155,39501278603,V0743,2025-05-02,40D,Econômica,518.84
P01156,85039641710,V0046,2025-04-20,4B,Executiva,826.07
P01157,31205648933,V0983,2025-05-06,42C,Executiva,825.3
P01158,32415906743,V0795,2025-04-21,10B,Executiva,577.81
P01159,42960178530,V0299,2025-04-25,24A,Econômica,351.59
P01160,80169543242,V0839,2025-05-01,36A,Executiva,609.43
P01161,69745802310,V0206,2025-04-21,41B,Econômica,607.4
P01162,98635710240,V0488,2025-04-21,45F,Executiva,839.79
P01163,78130492504,V0873,2025-04-26,38E,Executiva,854.49
P01164,06473812571,V0337,2025-05-07,11A,Executiva,1088.49
P01165,73802541626,V0044,2025-05-08,32B,Econômica,874.89
P01166,35247819691,V0236,2025-05-11,30E,Econômica,515.12
P01167,38469170287,V0787,2025-04-23,22F,Executiva,484.78
P01168,98235470683,V0846,2025-04-23,1C,Econômica,366.36
P01169,85026143989,V0569,2025-04-24,8B,Executiva,696.37
P01170,05839412651,V0600,2025-04-22,49C,Econômica,1177.78
P01171,85074326117,V0203,2025-05-04,19B,Econômica,1096.84
P01172,60453192734,V0179,2025-04-30,22E,Econômica,460.69
P01173,94012586785,V0181,2025-04-16,17A,Econômica,1048.3
P01174,83456079265,V0389,2025-05-07,42A,Executiva,1142.5
P01175,50173298460,V0468,2025-04-30,16C,Executiva,894.82
P01176,14092675801,V0540,2025-05-03,40D,Econômica,406.64
P01177,73149682509,V0947,2025-05-11,9B,Econômica,779.3
P01178,01783249650,V0384,2025-04-24,21E,Executiva,1179.28
P01179,23145609734,V0944,2025-04-13,3E,Econômica,1068.99
P01180,49815762346,V0809,2025-05-06,10C,Econômica,347.93
P01181,42387091523,V0287,2025-05-03,9E,Executiva,488.31
P01182,17560438920,V0804,2025-04-29,31F,Econômica,450.69
P01183,96584173020,V0770,2025-04-25,42E,Executiva,748.73
P01184,60925134805,V0184,2025-04-20,21F,Executiva,772.93
P01185,53769840283,V0733,2025-04-25,32D,Executiva,823.07
P01186,12537094832,V0944,2025-04-24,38F,Econômica,486.48
P01187,37194506270,V0208,2025-05-09,29B,Executiva,496.73
P01188,82367410950,V0911,2025-04-20,25E,Econômica,1141.95
P01189,91653240725,V0261,2025-04-30,36A,Econômica,976.46
P01190,38759201630,V0456,2025-04-18,34C,Econômica,825.57
P01191,19382740678,V0525,2025-05-08,40C,Executiva,706.04
P01192,65207384171,V0419,2025-04-28,24D,Executiva,545.72
P01193,60514328924,V0184,2025-04-28,29B,Executiva,880.82
P01194,27546980194,V0924,2025-04-13,6C,Econômica,1007.29
P01195,48120965370,V0234,2025-05-03,7A,Econômica,624.21
P01196,52781346900,V0206,2025-04-25,22B,Executiva,525.02
P01197,96217805359,V0836,2025-04-21,50F,Executiva,471.58
P01198,13726580417,V0142,2025-04-28,49F,Executiva,307.68
P01199,02793418579,V0289,2025-04-13,23D,Executiva,1039.68
P01200,84367921573,V0672,2025-05-10,1D,Econômica,1078.92
P01201,15743286035,V0233,2025-04-28,47F,Econômica,726.99
P01202,57463210871,V0602,2025-04-19,36D,Executiva,606.59
P01203,43857206144,V0321,2025-05-09,13D,Executiva,488.63
P01204,64905872111,V0874,2025-05-07,36A,Executiva,425.06
P01205,60217853986,V0132,2025-04-30,20F,Econômica,749.82
P01206,24631879050,V0855,2025-05-11,23C,Econômica,677.23
P01207,98367214528,V0771,2025-04-25,26F,Executiva,593.47
P01208,20193546752,V0582,2025-05-05,3B,Econômica,1179.52
P01209,49685123098,V0582,2025-04-12,41E,Executiva,1182.15
P01210,34810579204,V0972,2025-04-24,26A,Executiva,469.5
P01211,03584617235,V0337,2025-05-09,37D,Executiva,383.92
P01212,90265847176,V0692,2025-05-02,36B,Econômica,1043.83
P01213,95206783102,V0501,2025-05-11,2B,Econômica,362.54
P01214,30981426778,V0396,2025-05-02,19B,Econômica,561.99
P01215,50896137295,V0072,2025-04-25,30A,Executiva,766.68
P01216,82547160307,V0335,2025-04-27,27D,Econômica,1190.64
P01217,72018495658,V0550,2025-04-22,27D,Econômica,650.09
P01218,39270865177,V0887,2025-04-27,14B,Econômica,578.78
P01219,28509734674,V0727,2025-05-11,43D,Econômica,843.34
P01220,43697021869,V0318,2025-04-16,38B,Executiva,547.9
P01221,47806912576,V0147,2025-05-04,29A,Executiva,844.36
P01222,37609248592,V0539,2025-05-01,22E,Executiva,714.18
P01223,59680237400,V0041,2025-04-27,48A,Executiva,881.67
P01224,73580216490,V0468,2025-04-14,23F,Executiva,651.98
P01225,39810647557,V0830,2025-04-24,12D,Econômica,461.62
P01226,21764580958,V0751,2025-05-04,28D,Executiva,1119.75
P01227,79630458101,V0716,2025-04-18,37A,Executiva,928.78
P01228,73541268964,V0246,2025-05-08,11C,Executiva,899.99
P01229,18506397448,V0715,2025-05-07,47F,Econômica,1117.86
P01230,49520731814,V0781,2025-04-21,36A,Executiva,368.88
P01231,21786540967,V0517,2025-04-12,50C,Executiva,705.84
P01232,21574386026,V0213,2025-04-13,33A,Executiva,324.05
P01233,30421986506,V0712,2025-05-10,44F,Executiva,643.04
P01234,96217805359,V0409,2025-05-10,13D,Econômica,309.66
P01235,58309614748,V0727,2025-04-28,9C,Executiva,736.28
P01236,14350628924,V0085,2025-04-25,36F,Econômica,942.22
P01237,83419205732,V0144,2025-04-18,31C,Econômica,453.53
P01238,95012768302,V0622,2025-05-08,7B,Executiva,411.74
P01239,92058417305,V0401,2025-05-06,11A,Econômica,909.64
P01240,80695173448,V0452,2025-05-04,23B,Econômica,942.97
P01241,41687593000,V0692,2025-04-22,35B,Executiva,927.07
P01242,41628509767,V0651,2025-04-25,34F,Econômica,651.56
P01243,12394078669,V0455,2025-04-25,4E,Econômica,343.8
P01244,14578326071,V0786,2025-05-11,13B,Executiva,1117.88
P01245,90548362106,V0094,2025-05-01,2D,Econômica,1190.36
P01246,71284650901,V0841,2025-04-30,13F,Econômica,498.51
P01247,73149682509,V0099,2025-05-07,43B,Econômica,339.61
P01248,58107694201,V0111,2025-05-03,21C,Econômica,862.21
P01249,08769542120,V0555,2025-05-02,26D,Econômica,509.17
P01250,62849503738,V0366,2025-05-03,21B,Econômica,661.93
P01251,35748962047,V0013,2025-05-10,25B,Executiva,498.09
P01252,21708496530,V0835,2025-05-08,18F,Executiva,339.55
P01253,45623971016,V0224,2025-05-11,27C,Executiva,1184.79
P01254,68452910711,V0730,2025-05-10,35E,Econômica,526.75
P01255,93486750283,V0615,2025-04-24,21F,Executiva,910.11
P01256,93148602560,V0790,2025-05-04,45B,Executiva,457.8
P01257,17365984066,V0906,2025-04-12,45C,Executiva,360.76
P01258,95012768302,V0624,2025-05-01,38D,Executiva,759.92
P01259,92058417305,V0239,2025-04-17,33E,Econômica,509.35
P01260,48067321507,V0778,2025-05-04,8C,Econômica,964.12
P01261,84367921573,V0250,2025-04-13,40A,Econômica,423.8
P01262,60214975380,V0304,2025-05-03,13B,Executiva,483.95
P01263,16547903893,V0244,2025-05-10,47E,Executiva,965.33
P01264,15862943005,V0138,2025-04-14,18C,Econômica,768.79
P01265,56981702312,V0664,2025-04-16,19A,Econômica,1062.24
P01266,78130492504,V0351,2025-04-24,16B,Econômica,1115.97
P01267,60593218795,V0255,2025-05-03,44F,Econômica,847.26
P01268,94783062510,V0534,2025-04-15,21B,Executiva,866.8
P01269,84523061726,V0891,2025-04-15,32A,Econômica,346.9
P01270,30246157844,V0961,2025-04-13,14B,Econômica,456.31
P01271,02145687920,V0852,2025-04-22,14B,Econômica,683.62
P01272,73926154080,V0319,2025-05-07,11F,Econômica,520.43
P01273,38460295133,V0621,2025-04-24,16C,Executiva,818.78
P01274,42657813062,V0651,2025-05-03,13C,Executiva,372.01
P01275,93148602560,V0369,2025-04-16,26D,Econômica,723.64
P01276,09864731548,V0518,2025-04-28,40F,Executiva,984.29
P01277,49681037510,V0977,2025-05-01,31A,Executiva,684.66
P01278,38706251986,V0778,2025-05-05,20E,Econômica,797.57
P01279,51029384797,V0264,2025-04-29,25D,Executiva,708.24
P01280,09721386413,V0576,2025-05-02,39D,Econômica,599.91
P01281,39207584638,V0481,2025-05-02,13B,Econômica,303.76
P01282,04739685256,V0513,2025-04-27,47F,Executiva,742.31
P01283,83921407613,V0426,2025-04-12,26F,Executiva,645.63
P01284,12394078669,V0657,2025-04-28,38A,Executiva,1096.5
P01285,86354079110,V0128,2025-04-15,25E,Econômica,474.81
P01286,20359786456,V0981,2025-05-08,17F,Executiva,758.65
P01287,96452831755,V0651,2025-05-06,45C,Econômica,885.82
P01288,48120965370,V0435,2025-05-02,48B,Econômica,729.95
P01289,86354079110,V0833,2025-04-12,24F,Econômica,927.72
P01290,06318295470,V0152,2025-04-16,17E,Executiva,1149.84
P01291,79015428379,V0261,2025-04-30,16E,Econômica,311.1
P01292,89065372121,V0095,2025-05-05,42F,Executiva,657.9
P01293,73640592883,V0998,2025-04-26,6E,Econômica,1088.41
P01294,18694372509,V0850,2025-04-24,28C,Executiva,750.58
P01295,57962138491,V0675,2025-05-09,25E,Executiva,960.54
P01296,82591463719,V0898,2025-04-20,47A,Econômica,872.56
P01297,67925408383,V0817,2025-04-21,23B,Executiva,973.86
P01298,38105924633,V0767,2025-04-25,26F,Executiva,305.78
P01299,59678324083,V0836,2025-04-22,32A,Econômica,362.86
